name,name:en,name:ja-Latn,name:ja,name:ja-Hira,name:es,name:zh,Jurisdiction,AreaName,ID,CD,address,addr:province,addr:city,addre:quarter,addr:neighbourhood,addr:block_number,addr:housenumber,access,memo,latitude,longitude
防火水槽,Watar Tank,Bōkasuisō,防火水槽,ぼうかすいそう,cistermas,消防水箱,南分署,南分署４管区,024-304-13,213008003,大和市代官三丁目８ ,神奈川県,大和市,代官,三丁目,8,,,公設,35.43941299,139.4568543
防火水槽,Watar Tank,Bōkasuisō,防火水槽,ぼうかすいそう,cistermas,消防水箱,南分署,南分署４管区,024-304-14,213008003,大和市代官三丁目１５－９ ,神奈川県,大和市,代官,三丁目,15,9,代官マンション,公設,35.44108433,139.454506
防火水槽,Watar Tank,Bōkasuisō,防火水槽,ぼうかすいそう,cistermas,消防水箱,南分署,南分署４管区,024-304-15,213016000,大和市福田５７０ ,神奈川県,大和市,福田,,570,,市立下福田小学校,公設,35.43120759,139.4568926
防火水槽,Watar Tank,Bōkasuisō,防火水槽,ぼうかすいそう,cistermas,消防水箱,南分署,南分署４管区,024-304-16,213008001,大和市代官一丁目２０ ,神奈川県,大和市,代官,一丁目,20,,田中１号公園,公設,35.44109464,139.4605794
防火水槽,Watar Tank,Bōkasuisō,防火水槽,ぼうかすいそう,cistermas,消防水箱,南分署,南分署４管区,024-304-17,213025002,大和市渋谷二丁目１９ ,神奈川県,大和市,渋谷,二丁目,19,,札の辻２号公園,公設,35.43765103,139.4635277
防火水槽,Watar Tank,Bōkasuisō,防火水槽,ぼうかすいそう,cistermas,消防水箱,南分署,南分署４管区,024-304-18,213025003,大和市渋谷三丁目５ ,神奈川県,大和市,渋谷,三丁目,5,,札の辻１号公園,公設,35.43918157,139.4612825
防火水槽,Watar Tank,Bōkasuisō,防火水槽,ぼうかすいそう,cistermas,消防水箱,南分署,南分署４管区,024-304-19,213016000,大和市福田１５６９－１ ,神奈川県,大和市,福田,,1569,1,市立下福田中学校,公設,35.42507071,139.4613003
防火水槽,Watar Tank,Bōkasuisō,防火水槽,ぼうかすいそう,cistermas,消防水箱,南分署,南分署４管区,024-304-20,213016000,大和市福田１７１６ ,神奈川県,大和市,福田,,1716,,あきしの台公園,公設,35.42806759,139.4611341
防火水槽,Watar Tank,Bōkasuisō,防火水槽,ぼうかすいそう,cistermas,消防水箱,南分署,南分署４管区,024-304-21,213016000,大和市福田３７５５－１２ ,神奈川県,大和市,福田,,3755,12,田中３号公園,公設,35.43842206,139.4581029
防火水槽,Watar Tank,Bōkasuisō,防火水槽,ぼうかすいそう,cistermas,消防水箱,南分署,南分署４管区,024-304-22,213016003,大和市福田三丁目１５－１ ,神奈川県,大和市,福田,三丁目,15,1,松ヶ丘公園,公設,35.44668474,139.4646958
防火水槽,Watar Tank,Bōkasuisō,防火水槽,ぼうかすいそう,cistermas,消防水箱,南分署,南分署４管区,024-304-23,213016004,大和市福田四丁目４－１ ,神奈川県,大和市,福田,四丁目,4,1,４号公園,公設,35.44084738,139.4644621
防火水槽,Watar Tank,Bōkasuisō,防火水槽,ぼうかすいそう,cistermas,消防水箱,南分署,南分署４管区,024-304-24,213016000,大和市福田５０５ ,神奈川県,大和市,福田,,505,,神明公園,公設,35.43260246,139.4576314
防火水槽,Watar Tank,Bōkasuisō,防火水槽,ぼうかすいそう,cistermas,消防水箱,南分署,南分署４管区,024-304-25,213016000,大和市福田９５５ ,神奈川県,大和市,福田,,955,,下福田南公園,公設,35.42813531,139.4600592
防火水槽,Watar Tank,Bōkasuisō,防火水槽,ぼうかすいそう,cistermas,消防水箱,南分署,南分署４管区,024-304-26,213008003,大和市代官三丁目１１ ,神奈川県,大和市,代官,三丁目,11,,代官３丁目公園,公設,35.44034393,139.4557291
防火水槽,Watar Tank,Bōkasuisō,防火水槽,ぼうかすいそう,cistermas,消防水箱,南分署,南分署４管区,024-304-27,213016000,大和市福田１３１９ ,神奈川県,大和市,福田,,1319,,下福田南なかよし公園,公設,35.42559601,139.4564847
防火水槽,Watar Tank,Bōkasuisō,防火水槽,ぼうかすいそう,cistermas,消防水箱,南分署,南分署４管区,024-304-28,213016000,大和市福田１８０７－２ ,神奈川県,大和市,福田,,1807,2,帰属公園内,公設,35.43019768,139.4627882
防火水槽,Watar Tank,Bōkasuisō,防火水槽,ぼうかすいそう,cistermas,消防水箱,南分署,南分署４管区,024-304-29,213016000,大和市福田２０７１ 11街区,神奈川県,大和市,福田,,2071,11,渋谷１号公園,公設,35.43550154,139.4633661
